n,C(n2),mu_bound,density,parts,certified_K,partcap,certified,fallback,witness
1855,1719585,146070,0.084945,3,4,3,1,0,p=541 q=193: 1x773* + 1x541 + 1x541   (* foreign)
1856,1721440,196747,0.114292,2,3,2,1,0,p=769 q=181: 1x1087* + 1x769   (* foreign)
1857,1723296,573813,0.332974,1,2,1,1,0,p=619 q=3: 3x619
1858,1725153,862112,0.499731,1,2,1,1,0,p=929 q=2: 2x929
1859,1727011,156156,0.090420,1,4,3,1,0,p=13 q=11: 11x169
1860,1728870,384126,0.222183,2,3,2,1,0,p=877 q=491: 1x983* + 1x877   (* foreign)
1862,1732591,179747,0.103745,2,4,3,1,0,p=823 q=173: 1x1039* + 1x823   (* foreign)
1863,1734453,351541,0.202681,2,3,2,1,0,p=2 q=419: 1x1024 + 1x839*   (* foreign)
1864,1736316,392941,0.226307,2,3,2,1,0,p=977 q=443: 1x977 + 1x887*   (* foreign)
1865,1738180,346890,0.199571,1,3,2,1,0,p=373 q=5: 5x373
1866,1740045,389403,0.223789,2,3,2,1,0,p=883 q=491: 1x983* + 1x883   (* foreign)
1868,1743778,435244,0.249598,1,3,2,1,0,p=467 q=2: 4x467
1869,1745646,171991,0.098526,3,4,3,1,0,p=641 q=293: 1x641 + 1x641 + 1x587*   (* foreign)
1870,1747515,392941,0.224857,2,3,2,1,0,p=887 q=491: 1x983* + 1x887   (* foreign)
1872,1751256,371953,0.212392,2,3,2,1,0,p=1009 q=431: 1x1009 + 1x863*   (* foreign)
1874,1755001,877032,0.499733,1,2,1,1,0,p=937 q=2: 2x937
1875,1756875,585000,0.332978,1,2,1,1,0,p=5 q=3: 3x625
1876,1758750,371953,0.211487,2,3,2,1,0,p=1013 q=431: 1x1013 + 1x863*   (* foreign)
1878,1762503,392941,0.222945,2,3,2,1,0,p=991 q=443: 1x991 + 1x887*   (* foreign)
1880,1766260,179747,0.101767,2,4,3,1,0,p=29 q=173: 1x1039* + 1x841   (* foreign)
1881,1768140,171991,0.097272,3,4,3,1,0,p=647 q=293: 1x647 + 1x647 + 1x587*   (* foreign)
1882,1770021,884540,0.499734,1,2,1,1,0,p=941 q=2: 2x941
1883,1771903,252322,0.142402,1,3,2,1,0,p=269 q=7: 7x269
1884,1773786,392941,0.221527,2,3,2,1,0,p=997 q=443: 1x997 + 1x887*   (* foreign)
1885,1775670,158203,0.089095,3,4,3,1,0,p=661 q=281: 1x661 + 1x661 + 1x563*   (* foreign)
1886,1777555,122513,0.068922,2,4,3,1,0,p=673 q=101: 1x1213* + 1x673   (* foreign)
1887,1779441,371953,0.209028,2,3,2,1,0,p=2 q=431: 1x1024 + 1x863*   (* foreign)
1888,1781328,351541,0.197348,2,3,2,1,0,p=1049 q=419: 1x1049 + 1x839*   (* foreign)
1890,1785105,410871,0.230166,2,3,2,1,0,p=907 q=491: 1x983* + 1x907   (* foreign)
1891,1786995,149331,0.083565,3,4,3,1,0,p=547 q=199: 1x797* + 1x547 + 1x547   (* foreign)
1892,1788886,179747,0.100480,2,4,3,1,0,p=853 q=173: 1x1039* + 1x853   (* foreign)
1893,1790778,596295,0.332981,1,2,1,1,0,p=631 q=3: 3x631
1894,1792671,895862,0.499736,1,2,1,1,0,p=947 q=2: 2x947
1895,1794565,358155,0.199578,1,3,2,1,0,p=379 q=5: 5x379
1896,1796460,392941,0.218731,2,3,2,1,0,p=1009 q=443: 1x1009 + 1x887*   (* foreign)
1897,1798356,256095,0.142405,1,3,2,1,0,p=271 q=7: 7x271
1898,1800253,196747,0.109289,2,4,3,1,0,p=811 q=181: 1x1087* + 1x811   (* foreign)
1899,1802151,199395,0.110643,1,4,3,1,0,p=211 q=3: 9x211
1900,1804050,392941,0.217810,2,3,2,1,0,p=1013 q=443: 1x1013 + 1x887*   (* foreign)
1902,1807851,421821,0.233327,2,3,2,1,0,p=919 q=491: 1x983* + 1x919   (* foreign)
1903,1809753,163658,0.090431,1,4,3,1,0,p=173 q=11: 11x173
1904,1811656,136957,0.075598,2,4,3,1,0,p=997 q=151: 1x997 + 1x907*   (* foreign)
1905,1813560,175528,0.096786,3,4,3,1,0,"p=593 q=359: 1x719* + 1x593 + 1x593   (* foreign)"
1906,1815465,907256,0.499738,1,2,1,1,0,"p=953 q=2: 2x953"
1908,1819278,392941,0.215987,2,3,2,1,0,"p=1021 q=443: 1x1021 + 1x887*   (* foreign)"
1909,1821186,171991,0.094439,3,4,3,1,0,"p=661 q=293: 1x661 + 1x661 + 1x587*   (* foreign)"
1910,1823095,196747,0.107919,2,4,3,1,0,"p=823 q=181: 1x1087* + 1x823   (* foreign)"
1911,1825005,392941,0.215310,2,3,2,1,0,"p=2 q=443: 1x1024 + 1x887*   (* foreign)"
1912,1826916,431056,0.235947,2,3,2,1,0,"p=929 q=491: 1x983* + 1x929   (* foreign)"
1914,1830741,371953,0.203171,2,3,2,1,0,"p=1051 q=431: 1x1051 + 1x863*   (* foreign)"
1915,1832655,365765,0.199582,1,3,2,1,0,"p=383 q=5: 5x383"
1916,1834570,457924,0.249608,1,3,2,1,0,"p=479 q=2: 4x479"
1917,1836486,179101,0.097524,3,4,3,1,0,"p=599 q=359: 1x719* + 1x599 + 1x599   (* foreign)"
1918,1838403,392941,0.213740,2,3,2,1,0,"p=1031 q=443: 1x1031 + 1x887*   (* foreign)"
1919,1840321,95950,0.052138,1,5,4,1,0,"p=101 q=19: 19x101"
1920,1842240,438516,0.238034,2,3,2,1,0,"p=937 q=491: 1x983* + 1x937   (* foreign)"
1921,1844160,180300,0.097768,3,4,3,1,0,"p=601 q=359: 1x719* + 1x601 + 1x601   (* foreign)"
1922,1846081,922560,0.499740,1,2,1,1,0,"p=31 q=2: 2x961"
1923,1848003,615360,0.332986,1,2,1,1,0,"p=641 q=3: 3x641"
1924,1849926,442270,0.239074,2,3,2,1,0,"p=941 q=491: 1x983* + 1x941   (* foreign)"
1925,1851850,129286,0.069815,3,4,3,1,0,"p=509 q=151: 1x907* + 1x509 + 1x509   (* foreign)"
1926,1853775,410871,0.221640,2,3,2,1,0,"p=907 q=509: 1x1019* + 1x907   (* foreign)"
1927,1855701,149189,0.080395,3,4,3,1,0,"p=577 q=193: 1x773* + 1x577 + 1x577   (* foreign)"
1928,1857628,231360,0.124546,1,3,2,1,0,"p=241 q=2: 8x241"
1929,1859556,619209,0.332988,1,2,1,1,0,"p=643 q=3: 3x643"
1930,1861485,447931,0.240631,2,3,2,1,0,"p=947 q=491: 1x983* + 1x947   (* foreign)"
1932,1865346,371953,0.199402,2,3,2,1,0,"p=1069 q=431: 1x1069 + 1x863*   (* foreign)"
1934,1869211,934122,0.499741,1,2,1,1,0,"p=967 q=2: 2x967"
1935,1871145,158603,0.084763,3,4,3,1,0,"p=569 q=199: 1x797* + 1x569 + 1x569   (* foreign)"
1936,1873080,453628,0.242183,2,3,2,1,0,"p=953 q=491: 1x983* + 1x953   (* foreign)"
1937,1875016,143338,0.076446,1,4,3,1,0,"p=149 q=13: 13x149"
1938,1876953,421821,0.224737,2,3,2,1,0,"p=919 q=509: 1x1019* + 1x919   (* foreign)"
1939,1878891,267582,0.142415,1,3,2,1,0,"p=277 q=7: 7x277"
1940,1880830,196747,0.104606,2,4,3,1,0,"p=853 q=181: 1x1087* + 1x853   (* foreign)"
1941,1882770,626943,0.332990,1,2,1,1,0,"p=647 q=3: 3x647"
1942,1884711,941870,0.499742,1,2,1,1,0,"p=971 q=2: 2x971"
1943,1886653,98432,0.052173,2,5,4,1,0,"p=587 q=2: 2x587 + 1x769*   (* foreign)"
1944,1888596,461280,0.244245,2,3,2,1,0,"p=31 q=491: 1x983* + 1x961   (* foreign)"
1945,1890540,377330,0.199588,1,3,2,1,0,"p=389 q=5: 5x389"
1946,1892485,196747,0.103962,2,4,3,1,0,"p=859 q=181: 1x1087* + 1x859   (* foreign)"
1947,1894431,149189,0.078751,3,4,3,1,0,"p=587 q=193: 1x773* + 1x587 + 1x587   (* foreign)"
1948,1896378,473364,0.249615,1,3,2,1,0,"p=487 q=2: 4x487"
1950,1900275,467061,0.245786,2,3,2,1,0,"p=967 q=491: 1x983* + 1x967   (* foreign)"
1952,1904176,124251,0.065252,2,4,3,1,0,"p=499 q=11: 1x1453* + 1x499   (* foreign)"
1953,1906128,190036,0.099697,3,4,3,1,0,"p=617 q=359: 1x719* + 1x617 + 1x617   (* foreign)"
1954,1908081,953552,0.499744,1,2,1,1,0,"p=977 q=2: 2x977"
1955,1910035,98432,0.051534,2,5,4,1,0,"p=593 q=2: 2x593 + 1x769*   (* foreign)"
1956,1911990,438516,0.229351,2,3,2,1,0,"p=937 q=509: 1x1019* + 1x937   (* foreign)"
1957,1913946,191271,0.099935,3,4,3,1,0,"p=619 q=359: 1x719* + 1x619 + 1x619   (* foreign)"
1958,1915903,265356,0.138502,2,3,2,1,0,"p=3 q=307: 1x1229* + 1x729   (* foreign)"
1959,1917861,638634,0.332993,1,2,1,1,0,"p=653 q=3: 3x653"
1960,1919820,476776,0.248344,2,3,2,1,0,"p=977 q=491: 1x983* + 1x977   (* foreign)"
1961,1921780,126253,0.065696,3,4,3,1,0,"p=3 q=251: 1x729 + 1x729 + 1x503*   (* foreign)"
1962,1923741,351541,0.182738,2,3,2,1,0,"p=1123 q=419: 1x1123 + 1x839*   (* foreign)"
1963,1925703,147225,0.076453,1,4,3,1,0,"p=151 q=13: 13x151"
1964,1927666,481180,0.249618,1,3,2,1,0,"p=491 q=2: 4x491"
1965,1929630,158203,0.081986,3,4,3,1,0,"p=563 q=419: 1x839* + 1x563 + 1x563   (* foreign)"
1966,1931595,965306,0.499746,1,2,1,1,0,"p=983 q=2: 2x983"
1967,1933561,275380,0.142421,1,3,2,1,0,"p=281 q=7: 7x281"
1968,1935528,351541,0.181625,2,3,2,1,0,"p=1129 q=419: 1x1129 + 1x839*   (* foreign)"
1969,1937496,195000,0.100645,3,4,3,1,0,"p=5 q=359: 1x719* + 1x625 + 1x625   (* foreign)"
1970,1939465,196747,0.101444,2,4,3,1,0,"p=883 q=181: 1x1087* + 1x883   (* foreign)"
1971,1941435,158603,0.081694,3,4,3,1,0,"p=587 q=199: 1x797* + 1x587 + 1x587   (* foreign)"
1972,1943406,453628,0.233419,2,3,2,1,0,"p=953 q=509: 1x1019* + 1x953   (* foreign)"
1974,1947351,482653,0.247851,2,3,2,1,0,"p=991 q=491: 1x991 + 1x983*   (* foreign)"
1975,1949325,149189,0.076534,3,4,3,1,0,"p=601 q=193: 1x773* + 1x601 + 1x601   (* foreign)"
1976,1951300,179747,0.092117,2,4,3,1,0,"p=937 q=173: 1x1039* + 1x937   (* foreign)"
1977,1953276,650433,0.332996,1,2,1,1,0,"p=659 q=3: 3x659"
1978,1955253,392941,0.200967,2,3,2,1,0,"p=1091 q=443: 1x1091 + 1x887*   (* foreign)"
1980,1959210,482653,0.246351,2,3,2,1,0,"p=997 q=491: 1x997 + 1x983*   (* foreign)"
1981,1961190,279321,0.142424,1,3,2,1,0,"p=283 q=7: 7x283"
1982,1963171,981090,0.499748,1,2,1,1,0,"p=991 q=2: 2x991"
1983,1965153,654390,0.332997,1,2,1,1,0,"p=661 q=3: 3x661"
1984,1967136,392941,0.199753,2,3,2,1,0,"p=1097 q=443: 1x1097 + 1x887*   (* foreign)"
1985,1969120,393030,0.199597,1,3,2,1,0,"p=397 q=5: 5x397"
1986,1971105,467061,0.236954,2,3,2,1,0,"p=967 q=509: 1x1019* + 1x967   (* foreign)"
1988,1975078,146070,0.073957,2,4,3,1,0,"p=541 q=241: 1x1447* + 1x541   (* foreign)"
1989,1977066,171991,0.086993,3,4,3,1,0,"p=701 q=293: 1x701 + 1x701 + 1x587*   (* foreign)"
1990,1979055,470935,0.237960,2,3,2,1,0,"p=971 q=509: 1x1019* + 1x971   (* foreign)"
1991,1981045,179190,0.090452,1,4,3,1,0,"p=181 q=11: 11x181"
1992,1983036,482653,0.243391,2,3,2,1,0,"p=1009 q=491: 1x1009 + 1x983*   (* foreign)"
1994,1987021,993012,0.499749,1,2,1,1,0,"p=997 q=2: 2x997"
1995,1989015,158603,0.079739,3,4,3,1,0,"p=599 q=199: 1x797* + 1x599 + 1x599   (* foreign)"
1996,1991010,497004,0.249624,1,3,2,1,0,"p=499 q=2: 4x499"
1998,1995003,328455,0.164639,2,3,2,1,0,"p=811 q=593: 1x1187* + 1x811   (* foreign)"
2000,1999000,180300,0.090195,2,4,3,1,0,"p=601 q=233: 1x1399* + 1x601   (* foreign)"
2001,2001000,205120,0.102509,3,4,3,1,0,"p=641 q=359: 1x719* + 1x641 + 1x641   (* foreign)"
2002,2003001,482653,0.240965,2,3,2,1,0,"p=983 q=509: 1x1019* + 1x983   (* foreign)"
2004,2007006,482653,0.240484,2,3,2,1,0,"p=1021 q=491: 1x1021 + 1x983*   (* foreign)"
2005,2009010,401000,0.199601,1,3,2,1,0,"p=401 q=5: 5x401"
2006,2011015,196747,0.097835,2,4,3,1,0,"p=919 q=181: 1x1087* + 1x919   (* foreign)"
2007,2013021,482653,0.239766,2,3,2,1,0,"p=2 q=491: 1x1024 + 1x983*   (* foreign)"
2008,2015028,336610,0.167050,2,3,2,1,0,"p=821 q=593: 1x1187* + 1x821   (* foreign)"
2009,2017036,118341,0.058671,3,5,4,1,0,"p=761 q=3: 1x761 + 1x761 + 1x487*   (* foreign)"
2010,2019045,490545,0.242959,2,3,2,1,0,"p=991 q=509: 1x1019* + 1x991   (* foreign)"
2012,2023066,505012,0.249627,1,3,2,1,0,"p=503 q=2: 4x503"
2013,2025078,208981,0.103197,3,4,3,1,0,"p=647 q=359: 1x719* + 1x647 + 1x647   (* foreign)"
2014,2027091,482653,0.238101,2,3,2,1,0,"p=1031 q=491: 1x1031 + 1x983*   (* foreign)"
2015,2029105,114481,0.056419,3,5,4,1,0,"p=2 q=239: 1x1024 + 1x512 + 1x479*   (* foreign)"
2016,2031120,496506,0.244449,2,3,2,1,0,"p=997 q=509: 1x1019* + 1x997   (* foreign)"
2018,2035153,1017072,0.499752,1,2,1,1,0,"p=1009 q=2: 2x1009"
2019,2037171,678384,0.333003,1,2,1,1,0,"p=673 q=3: 3x673"
2020,2039190,351541,0.172392,2,3,2,1,0,"p=1181 q=419: 1x1181 + 1x839*   (* foreign)"
2021,2041210,158203,0.077505,3,4,3,1,0,"p=3 q=281: 1x729 + 1x729 + 1x563*   (* foreign)"
2022,2043231,482653,0.236220,2,3,2,1,0,"p=1039 q=491: 1x1039 + 1x983*   (* foreign)"
2023,2045253,291312,0.142433,1,3,2,1,0,"p=17 q=7: 7x289"
2024,2047276,196747,0.096102,2,4,3,1,0,"p=937 q=181: 1x1087* + 1x937   (* foreign)"
2025,2049300,212878,0.103878,3,4,3,1,0,"p=653 q=359: 1x719* + 1x653 + 1x653   (* foreign)"
2026,2051325,1025156,0.499753,1,2,1,1,0,"p=1013 q=2: 2x1013"
2028,2055378,508536,0.247417,2,3,2,1,0,"p=1009 q=509: 1x1019* + 1x1009   (* foreign)"
2030,2059435,198765,0.096514,2,4,3,1,0,"p=631 q=233: 1x1399* + 1x631   (* foreign)"
2031,2061465,686478,0.333005,1,2,1,1,0,"p=677 q=3: 3x677"
2032,2063496,512578,0.248403,2,3,2,1,0,"p=1013 q=509: 1x1019* + 1x1013   (* foreign)"
2033,2065528,136957,0.066306,3,4,3,1,0,"p=563 q=151: 1x907* + 1x563 + 1x563   (* foreign)"
2034,2067561,482653,0.233441,2,3,2,1,0,"p=1051 q=491: 1x1051 + 1x983*   (* foreign)"
2035,2069595,158603,0.076635,3,4,3,1,0,"p=619 q=199: 1x797* + 1x619 + 1x619   (* foreign)"
2036,2071630,517144,0.249631,1,3,2,1,0,"p=509 q=2: 4x509"
2037,2073666,216811,0.104554,3,4,3,1,0,"p=659 q=359: 1x719* + 1x659 + 1x659   (* foreign)"
2038,2075703,1037342,0.499755,1,2,1,1,0,"p=1019 q=2: 2x1019"
2040,2079780,518671,0.249387,2,3,2,1,0,"p=1021 q=509: 1x1021 + 1x1019*   (* foreign)"
2041,2081820,218130,0.104779,3,4,3,1,0,"p=661 q=359: 1x719* + 1x661 + 1x661   (* foreign)"
2042,2083861,1041420,0.499755,1,2,1,1,0,"p=1021 q=2: 2x1021"
2043,2085903,518671,0.248655,2,3,2,1,0,"p=2 q=509: 1x1024 + 1x1019*   (* foreign)"
2044,2087946,482653,0.231162,2,3,2,1,0,"p=1061 q=491: 1x1061 + 1x983*   (* foreign)"
2045,2089990,417180,0.199609,1,3,2,1,0,"p=409 q=5: 5x409"
2046,2092035,482653,0.230710,2,3,2,1,0,"p=1063 q=491: 1x1063 + 1x983*   (* foreign)"
2047,2094081,158603,0.075739,3,4,3,1,0,"p=5 q=199: 1x797* + 1x625 + 1x625   (* foreign)"
2049,2098176,698709,0.333008,1,2,1,1,0,"p=683 q=3: 3x683"
2050,2100225,518671,0.246960,2,3,2,1,0,"p=1031 q=509: 1x1031 + 1x1019*   (* foreign)"
2051,2102275,299446,0.142439,1,3,2,1,0,"p=293 q=7: 7x293"
2052,2104326,518671,0.246478,2,3,2,1,0,"p=1033 q=509: 1x1033 + 1x1019*   (* foreign)"
2054,2108431,196747,0.093314,2,4,3,1,0,"p=967 q=181: 1x1087* + 1x967   (* foreign)"
2055,2110485,149189,0.070689,3,4,3,1,0,"p=641 q=193: 1x773* + 1x641 + 1x641   (* foreign)"
2056,2112540,371953,0.176069,2,3,2,1,0,"p=1193 q=431: 1x1193 + 1x863*   (* foreign)"
2057,2114596,129286,0.061140,3,5,4,1,0,"p=509 q=173: 1x1039* + 1x509 + 1x509   (* foreign)"
2058,2116653,518671,0.245043,2,3,2,1,0,"p=1039 q=509: 1x1039 + 1x1019*   (* foreign)"
2059,2118711,158603,0.074858,3,4,3,1,0,"p=631 q=199: 1x797* + 1x631 + 1x631   (* foreign)"
2060,2120770,218130,0.102854,2,4,3,1,0,"p=661 q=233: 1x1399* + 1x661   (* foreign)"
2061,2122830,234954,0.110680,1,4,3,1,0,"p=229 q=3: 9x229"
2062,2124891,1061930,0.499757,1,2,1,1,0,"p=1031 q=2: 2x1031"
2064,2129016,384126,0.180424,2,3,2,1,0,"p=877 q=593: 1x1187* + 1x877   (* foreign)"
2065,2131080,226128,0.106110,3,4,3,1,0,"p=673 q=359: 1x719* + 1x673 + 1x673   (* foreign)"
2066,2133145,1066056,0.499758,1,2,1,1,0,"p=1033 q=2: 2x1033"
2067,2135211,149189,0.069871,3,4,3,1,0,"p=647 q=193: 1x773* + 1x647 + 1x647   (* foreign)"
2068,2137278,518671,0.242678,2,3,2,1,0,"p=1049 q=509: 1x1049 + 1x1019*   (* foreign)"
2070,2141415,518671,0.242209,2,3,2,1,0,"p=1051 q=509: 1x1051 + 1x1019*   (* foreign)"
2071,2143485,118341,0.055210,3,5,4,1,0,"p=487 q=137: 1x1097* + 1x487 + 1x487   (* foreign)"
2072,2145556,226128,0.105394,2,4,3,1,0,"p=673 q=233: 1x1399* + 1x673   (* foreign)"
2073,2147628,715185,0.333012,1,2,1,1,0,"p=691 q=3: 3x691"
2074,2149701,482653,0.224521,2,3,2,1,0,"p=1091 q=491: 1x1091 + 1x983*   (* foreign)"
2075,2151775,98432,0.045745,2,5,4,1,0,"p=653 q=2: 2x653 + 1x769*   (* foreign)"
2076,2153850,482653,0.224088,2,3,2,1,0,"p=1093 q=491: 1x1093 + 1x983*   (* foreign)"
2077,2155926,191271,0.088719,3,4,3,1,0,"p=619 q=419: 1x839* + 1x619 + 1x619   (* foreign)"
2078,2158003,1078482,0.499759,1,2,1,1,0,"p=1039 q=2: 2x1039"
2079,2160081,158603,0.073425,3,4,3,1,0,"p=641 q=199: 1x797* + 1x641 + 1x641   (* foreign)"
2080,2162160,518671,0.239886,2,3,2,1,0,"p=1061 q=509: 1x1061 + 1x1019*   (* foreign)"
2082,2166321,518671,0.239425,2,3,2,1,0,"p=1063 q=509: 1x1063 + 1x1019*   (* foreign)"
2084,2170486,541840,0.249640,1,3,2,1,0,"p=521 q=2: 4x521"
2085,2172570,232903,0.107202,3,4,3,1,0,"p=683 q=359: 1x719* + 1x683 + 1x683   (* foreign)"
2086,2174655,482653,0.221945,2,3,2,1,0,"p=1103 q=491: 1x1103 + 1x983*   (* foreign)"
2088,2178828,518671,0.238050,2,3,2,1,0,"p=1069 q=509: 1x1069 + 1x1019*   (* foreign)"
2090,2183005,238395,0.109205,2,4,3,1,0,"p=691 q=233: 1x1399* + 1x691   (* foreign)"
2091,2185095,158603,0.072584,3,4,3,1,0,"p=647 q=199: 1x797* + 1x647 + 1x647   (* foreign)"
2092,2187186,546012,0.249641,1,3,2,1,0,"p=523 q=2: 4x523"
2093,2189278,136957,0.062558,3,4,3,1,0,"p=593 q=151: 1x907* + 1x593 + 1x593   (* foreign)"
2094,2191371,410871,0.187495,2,3,2,1,0,"p=907 q=593: 1x1187* + 1x907   (* foreign)"
2095,2193465,437855,0.199618,1,3,2,1,0,"p=419 q=5: 5x419"
2096,2195560,265356,0.120860,2,3,2,1,0,"p=3 q=683: 1x1367* + 1x729   (* foreign)"
2097,2197656,243252,0.110687,1,4,3,1,0,"p=233 q=3: 9x233"
2098,2199753,1099352,0.499762,1,2,1,1,0,"p=1049 q=2: 2x1049"
2100,2203950,482653,0.218995,2,3,2,1,0,"p=1117 q=491: 1x1117 + 1x983*   (* foreign)"
2101,2206050,238395,0.108064,3,4,3,1,0,"p=691 q=359: 1x719* + 1x691 + 1x691   (* foreign)"
2102,2208151,1103550,0.499762,1,2,1,1,0,"p=1051 q=2: 2x1051"
2103,2210253,736050,0.333016,1,2,1,1,0,"p=701 q=3: 3x701"
2104,2212356,392941,0.177612,2,3,2,1,0,"p=1217 q=443: 1x1217 + 1x887*   (* foreign)"
2105,2214460,442050,0.199620,1,3,2,1,0,"p=421 q=5: 5x421"
2106,2216565,518671,0.233998,2,3,2,1,0,"p=1087 q=509: 1x1087 + 1x1019*   (* foreign)"
2107,2218671,137419,0.061938,3,5,4,1,0,"p=23 q=131: 1x1049* + 1x529 + 1x529   (* foreign)"
2108,2220778,250986,0.113017,2,3,2,1,0,"p=709 q=233: 1x1399* + 1x709   (* foreign)"
2109,2222886,171991,0.077373,3,4,3,1,0,"p=761 q=293: 1x761 + 1x761 + 1x587*   (* foreign)"
2110,2224995,518671,0.233111,2,3,2,1,0,"p=1091 q=509: 1x1091 + 1x1019*   (* foreign)"
2112,2229216,518671,0.232670,2,3,2,1,0,"p=1093 q=509: 1x1093 + 1x1019*   (* foreign)"
2114,2233441,175813,0.078718,2,4,3,1,0,"p=661 q=11: 1x1453* + 1x661   (* foreign)"
2115,2235555,158603,0.070946,3,4,3,1,0,"p=659 q=199: 1x797* + 1x659 + 1x659   (* foreign)"
2116,2237670,558624,0.249645,1,3,2,1,0,"p=23 q=2: 4x529"
2117,2239786,112751,0.050340,3,5,4,1,0,"p=647 q=137: 1x823* + 1x647 + 1x647   (* foreign)"
2118,2241903,392941,0.175271,2,3,2,1,0,"p=1231 q=443: 1x1231 + 1x887*   (* foreign)"
2119,2244021,171639,0.076487,1,4,3,1,0,"p=163 q=13: 13x163"
2120,2246140,226128,0.100674,2,4,3,1,0,"p=673 q=241: 1x1447* + 1x673   (* foreign)"
2121,2248260,245350,0.109129,3,4,3,1,0,"p=701 q=359: 1x719* + 1x701 + 1x701   (* foreign)"
2122,2250381,1124660,0.499764,1,2,1,1,0,"p=1061 q=2: 2x1061"
2123,2252503,203808,0.090481,1,4,3,1,0,"p=193 q=11: 11x193"
2124,2254626,438516,0.194496,2,3,2,1,0,"p=937 q=593: 1x1187* + 1x937   (* foreign)"
2125,2256750,206403,0.091460,3,4,3,1,0,"p=643 q=419: 1x839* + 1x643 + 1x643   (* foreign)"
2126,2258875,1128906,0.499765,1,2,1,1,0,"p=1063 q=2: 2x1063"
2127,2261001,752958,0.333020,1,2,1,1,0,"p=709 q=3: 3x709"
2128,2263128,518671,0.229183,2,3,2,1,0,"p=1109 q=509: 1x1109 + 1x1019*   (* foreign)"
2130,2267385,351541,0.155042,2,3,2,1,0,"p=1291 q=419: 1x1291 + 1x839*   (* foreign)"
2132,2271646,268278,0.118099,2,3,2,1,0,"p=733 q=233: 1x1399* + 1x733   (* foreign)"
2133,2273778,307193,0.135102,2,3,2,1,0,"p=2 q=277: 1x1109* + 1x1024   (* foreign)"
2134,2275911,482653,0.212070,2,3,2,1,0,"p=1151 q=491: 1x1151 + 1x983*   (* foreign)"
2135,2278045,114413,0.050224,3,5,4,1,0,"p=3 q=13: 1x729 + 1x729 + 1x677*   (* foreign)"
2136,2280180,518671,0.227469,2,3,2,1,0,"p=1117 q=509: 1x1117 + 1x1019*   (* foreign)"
2138,2284453,1141692,0.499766,1,2,1,1,0,"p=1069 q=2: 2x1069"
2139,2286591,149189,0.065245,3,4,3,1,0,"p=683 q=193: 1x773* + 1x683 + 1x683   (* foreign)"
2140,2288730,453628,0.198201,2,3,2,1,0,"p=953 q=593: 1x1187* + 1x953   (* foreign)"
2142,2293011,518671,0.226196,2,3,2,1,0,"p=1123 q=509: 1x1123 + 1x1019*   (* foreign)"
2144,2297296,180300,0.078484,2,4,3,1,0,"p=601 q=257: 1x1543* + 1x601   (* foreign)"
2145,2299440,212878,0.092578,3,4,3,1,0,"p=653 q=419: 1x839* + 1x653 + 1x653   (* foreign)"
2146,2301585,482653,0.209705,2,3,2,1,0,"p=1163 q=491: 1x1163 + 1x983*   (* foreign)"
2147,2303731,120232,0.052190,1,5,4,1,0,"p=113 q=19: 19x113"
2148,2305878,518671,0.224934,2,3,2,1,0,"p=1129 q=509: 1x1129 + 1x1019*   (* foreign)"
2149,2308026,328797,0.142458,1,3,2,1,0,"p=307 q=7: 7x307"
2150,2310175,281625,0.121906,2,3,2,1,0,"p=751 q=233: 1x1399* + 1x751   (* foreign)"
2151,2312325,255969,0.110698,1,4,3,1,0,"p=239 q=3: 9x239"
2152,2314476,371953,0.160707,2,3,2,1,0,"p=1289 q=431: 1x1289 + 1x863*   (* foreign)"
2154,2318781,482653,0.208149,2,3,2,1,0,"p=1171 q=491: 1x1171 + 1x983*   (* foreign)"
2155,2320935,463325,0.199629,1,3,2,1,0,"p=431 q=5: 5x431"
2156,2323090,286146,0.123175,2,3,2,1,0,"p=757 q=233: 1x1399* + 1x757   (* foreign)"
2157,2325246,774363,0.333024,1,2,1,1,0,"p=719 q=3: 3x719"
2158,2327403,470935,0.202344,2,3,2,1,0,"p=971 q=593: 1x1187* + 1x971   (* foreign)"
2159,2329561,136017,0.058387,1,5,4,1,0,"p=127 q=17: 17x127"
2160,2331720,384126,0.164739,2,3,2,1,0,"p=877 q=641: 1x1283* + 1x877   (* foreign)"
2162,2336041,256507,0.109804,2,4,3,1,0,"p=3 q=179: 1x1433* + 1x729   (* foreign)"
2163,2338203,158603,0.067831,3,4,3,1,0,"p=683 q=199: 1x797* + 1x683 + 1x683   (* foreign)"
2164,2340366,584280,0.249653,1,3,2,1,0,"p=541 q=2: 4x541"
2165,2342530,467640,0.199630,1,3,2,1,0,"p=433 q=5: 5x433"
2166,2344695,392941,0.167587,2,3,2,1,0,"p=1279 q=443: 1x1279 + 1x887*   (* foreign)"
2167,2346861,212366,0.090489,1,4,3,1,0,"p=197 q=11: 11x197"
2168,2349028,295296,0.125710,2,3,2,1,0,"p=769 q=233: 1x1399* + 1x769   (* foreign)"
2169,2351196,260280,0.110701,1,4,3,1,0,"p=241 q=3: 9x241"
2170,2353365,518671,0.220395,2,3,2,1,0,"p=1151 q=509: 1x1151 + 1x1019*   (* foreign)"
2171,2355535,180193,0.076498,1,4,3,1,0,"p=167 q=13: 13x167"
2172,2357706,518671,0.219990,2,3,2,1,0,"p=1153 q=509: 1x1153 + 1x1019*   (* foreign)"
